multipleName,caseRef,multipleRef
PT-Multiple-0032,PT-Multiple-0032-20200801/3431,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3491,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3546,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3611,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3672,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3729,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3791,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3857,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3922,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/3982,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4048,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4104,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4180,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4252,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4317,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4385,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4450,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4504,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4612,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4676,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4731,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4789,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4871,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4933,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/4998,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5073,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5141,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5214,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5300,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5373,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5454,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5528,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5597,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5674,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5758,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5849,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5919,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/5994,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6067,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6146,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6253,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6327,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6414,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6496,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6566,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6631,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6710,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6783,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6894,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/6960,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7039,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7124,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7225,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7284,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7376,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7461,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7538,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7626,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7716,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7779,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7870,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/7965,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8050,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8212,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8302,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8384,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8518,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8593,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8678,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8746,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8849,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/8937,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9024,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9106,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9200,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9291,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9445,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9537,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9709,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9825,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/9930,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10016,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10134,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10275,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10368,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10470,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10586,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10674,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10753,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/10844,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11006,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11138,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11227,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11318,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11395,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11572,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11653,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11736,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11822,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11899,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/11981,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12173,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12252,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12336,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12417,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12543,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12620,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12689,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12761,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/12968,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13074,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13275,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13461,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13552,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13683,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13792,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/13859,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14017,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14151,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14256,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14367,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14485,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14620,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14683,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14820,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/14925,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15081,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15173,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15256,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15420,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15618,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15728,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15821,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/15996,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/16128,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/16221,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/16448,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/16535,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/16606,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/16723,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/17064,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/17360,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/17558,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/17806,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/17899,0032
PT-Multiple-0032,PT-Multiple-0032-20200801/17967,0032
PT-Multiple-0033,PT-Multiple-0033-20200801/1037,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1073,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1104,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1139,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1173,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1210,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1251,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1284,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1317,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1357,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1397,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1436,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1475,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1518,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1559,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1599,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1642,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1681,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1724,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1773,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1815,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1866,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1901,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1946,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/1993,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2034,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2078,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2125,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2179,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2224,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2279,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2323,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2372,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2434,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2484,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2538,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2586,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2643,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2694,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2751,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2800,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2850,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2916,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/2975,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3026,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3083,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3139,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3192,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3250,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3306,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3361,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3428,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3492,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3550,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3607,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3662,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3724,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3782,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3843,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3903,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/3969,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4031,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4093,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4161,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4223,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4287,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4353,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4417,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4487,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4539,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4561,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4630,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4725,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4798,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4868,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/4937,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5008,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5076,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5152,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5213,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5278,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5352,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5417,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5489,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5566,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5626,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5712,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5780,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5862,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/5940,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6022,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6082,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6162,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6228,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6317,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6393,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6476,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6551,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6625,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6697,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6770,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6851,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/6961,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7053,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7122,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7220,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7283,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7364,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7462,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7547,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7629,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7708,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7778,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/7909,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8025,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8153,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8251,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8341,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8440,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8532,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8634,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8712,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8786,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8878,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/8962,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9067,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9166,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9264,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9343,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9444,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9564,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9708,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9833,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/9937,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10039,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10177,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10287,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10405,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10503,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10605,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10751,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10814,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/10925,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11009,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11124,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11259,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11341,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11416,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11607,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11680,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11765,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/11934,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12013,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12098,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12180,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12421,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12503,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12580,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12671,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12859,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/12956,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/13055,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/13217,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/13722,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/13854,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/13939,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14039,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14105,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14227,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14359,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14476,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14584,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14735,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14805,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/14953,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15062,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15149,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15238,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15355,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15510,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15632,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15763,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15849,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/15974,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16092,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16214,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16305,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16390,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16584,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16832,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/16897,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17049,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17151,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17219,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17318,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17441,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17550,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17653,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17741,0033
PT-Multiple-0033,PT-Multiple-0033-20200801/17824,0033
PT-Multiple-0034,PT-Multiple-0034-20200801/1100,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1138,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1170,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1205,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1241,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1273,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1307,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1343,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1381,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1416,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1455,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1492,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1542,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1577,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1620,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1671,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1723,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1765,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1806,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1846,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1889,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1933,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/1979,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2024,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2070,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2115,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2162,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2206,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2251,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2298,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2347,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2394,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2443,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2493,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2542,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2592,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2645,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2712,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2757,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2811,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2862,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2922,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/2979,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3041,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3092,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3150,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3201,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3263,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3329,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3387,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3443,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3502,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3558,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3625,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3694,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3773,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3834,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3891,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/3952,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4013,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4076,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4140,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4202,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4274,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4348,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4416,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4478,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4537,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4583,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4656,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4717,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4774,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4837,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4913,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/4988,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5058,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5131,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5203,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5275,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5342,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5413,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5486,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5557,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5647,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5707,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5799,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5886,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/5985,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/6092,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/6155,0034
PT-Multiple-0034,PT-Multiple-0034-20200801/6226,0034
