multipleName,caseRef
PT-Multiple-0333,PT-Multiple-0333-20200806/11588
PT-Multiple-0333,PT-Multiple-0333-20200806/11709
PT-Multiple-0333,PT-Multiple-0333-20200806/11787
PT-Multiple-0333,PT-Multiple-0333-20200806/11943
PT-Multiple-0333,PT-Multiple-0333-20200806/12045
PT-Multiple-0333,PT-Multiple-0333-20200806/12142
PT-Multiple-0333,PT-Multiple-0333-20200806/12189
PT-Multiple-0333,PT-Multiple-0333-20200806/12311
PT-Multiple-0333,PT-Multiple-0333-20200806/12430
PT-Multiple-0333,PT-Multiple-0333-20200806/12644
PT-Multiple-0333,PT-Multiple-0333-20200806/12773
PT-Multiple-0333,PT-Multiple-0333-20200806/12955
PT-Multiple-0333,PT-Multiple-0333-20200806/13051
PT-Multiple-0333,PT-Multiple-0333-20200806/13158
PT-Multiple-0333,PT-Multiple-0333-20200806/13240
PT-Multiple-0333,PT-Multiple-0333-20200806/13315
PT-Multiple-0333,PT-Multiple-0333-20200806/13377
PT-Multiple-0333,PT-Multiple-0333-20200806/13447
PT-Multiple-0333,PT-Multiple-0333-20200806/13513
PT-Multiple-0333,PT-Multiple-0333-20200806/13585
PT-Multiple-0333,PT-Multiple-0333-20200806/13657
PT-Multiple-0333,PT-Multiple-0333-20200806/13732
PT-Multiple-0333,PT-Multiple-0333-20200806/13821
PT-Multiple-0333,PT-Multiple-0333-20200806/13911
PT-Multiple-0333,PT-Multiple-0333-20200806/13999
PT-Multiple-0333,PT-Multiple-0333-20200806/14101
PT-Multiple-0333,PT-Multiple-0333-20200806/14176
PT-Multiple-0333,PT-Multiple-0333-20200806/14311
PT-Multiple-0333,PT-Multiple-0333-20200806/14398
PT-Multiple-0333,PT-Multiple-0333-20200806/14519
PT-Multiple-0333,PT-Multiple-0333-20200806/14607
PT-Multiple-0333,PT-Multiple-0333-20200806/14848
PT-Multiple-0333,PT-Multiple-0333-20200806/15003
PT-Multiple-0333,PT-Multiple-0333-20200806/15136
PT-Multiple-0333,PT-Multiple-0333-20200806/15345
PT-Multiple-0333,PT-Multiple-0333-20200806/15464
PT-Multiple-0333,PT-Multiple-0333-20200806/15559
PT-Multiple-0333,PT-Multiple-0333-20200806/15689
PT-Multiple-0333,PT-Multiple-0333-20200806/15788
PT-Multiple-0333,PT-Multiple-0333-20200806/15902
PT-Multiple-0333,PT-Multiple-0333-20200806/16023
PT-Multiple-0333,PT-Multiple-0333-20200806/16107
PT-Multiple-0333,PT-Multiple-0333-20200806/16237
PT-Multiple-0333,PT-Multiple-0333-20200806/16391
PT-Multiple-0333,PT-Multiple-0333-20200806/16488
PT-Multiple-0333,PT-Multiple-0333-20200806/16590
PT-Multiple-0333,PT-Multiple-0333-20200806/16681
PT-Multiple-0333,PT-Multiple-0333-20200806/16817
PT-Multiple-0333,PT-Multiple-0333-20200806/16935
PT-Multiple-0333,PT-Multiple-0333-20200806/17013
PT-Multiple-0333,PT-Multiple-0333-20200806/17072
PT-Multiple-0333,PT-Multiple-0333-20200806/17275
PT-Multiple-0333,PT-Multiple-0333-20200806/17379
PT-Multiple-0333,PT-Multiple-0333-20200806/17485
PT-Multiple-0333,PT-Multiple-0333-20200806/17583
PT-Multiple-0333,PT-Multiple-0333-20200806/17669
PT-Multiple-0333,PT-Multiple-0333-20200806/17914
PT-Multiple-0333,PT-Multiple-0333-20200806/18201
PT-Multiple-0333,PT-Multiple-0333-20200806/18310
PT-Multiple-0333,PT-Multiple-0333-20200806/18409
PT-Multiple-0333,PT-Multiple-0333-20200806/18591
PT-Multiple-0333,PT-Multiple-0333-20200806/18803
PT-Multiple-0333,PT-Multiple-0333-20200806/18905
PT-Multiple-0333,PT-Multiple-0333-20200806/19009
PT-Multiple-0333,PT-Multiple-0333-20200806/19111
PT-Multiple-0333,PT-Multiple-0333-20200806/19231
PT-Multiple-0333,PT-Multiple-0333-20200806/19446
PT-Multiple-0333,PT-Multiple-0333-20200806/19668
PT-Multiple-0333,PT-Multiple-0333-20200806/19751
PT-Multiple-0333,PT-Multiple-0333-20200806/19867
PT-Multiple-0333,PT-Multiple-0333-20200806/19989
PT-Multiple-0333,PT-Multiple-0333-20200806/20066
PT-Multiple-0333,PT-Multiple-0333-20200806/20153
PT-Multiple-0333,PT-Multiple-0333-20200806/20245
PT-Multiple-0333,PT-Multiple-0333-20200806/20391
PT-Multiple-0333,PT-Multiple-0333-20200806/20500
PT-Multiple-0333,PT-Multiple-0333-20200806/20601
PT-Multiple-0333,PT-Multiple-0333-20200806/20701
PT-Multiple-0333,PT-Multiple-0333-20200806/20797
PT-Multiple-0333,PT-Multiple-0333-20200806/20916
PT-Multiple-0333,PT-Multiple-0333-20200806/21045
PT-Multiple-0333,PT-Multiple-0333-20200806/21124
PT-Multiple-0333,PT-Multiple-0333-20200806/21225
PT-Multiple-0333,PT-Multiple-0333-20200806/21583
PT-Multiple-0333,PT-Multiple-0333-20200806/21696
PT-Multiple-0333,PT-Multiple-0333-20200806/21803
PT-Multiple-0333,PT-Multiple-0333-20200806/21929
PT-Multiple-0333,PT-Multiple-0333-20200806/22006
PT-Multiple-0333,PT-Multiple-0333-20200806/22154
PT-Multiple-0333,PT-Multiple-0333-20200806/22297
PT-Multiple-0333,PT-Multiple-0333-20200806/22451
PT-Multiple-0333,PT-Multiple-0333-20200806/22603
PT-Multiple-0333,PT-Multiple-0333-20200806/22669
PT-Multiple-0333,PT-Multiple-0333-20200806/22829
PT-Multiple-0333,PT-Multiple-0333-20200806/22969
PT-Multiple-0333,PT-Multiple-0333-20200806/23140
PT-Multiple-0333,PT-Multiple-0333-20200806/23280
PT-Multiple-0333,PT-Multiple-0333-20200806/23556
PT-Multiple-0333,PT-Multiple-0333-20200806/23666
PT-Multiple-0333,PT-Multiple-0333-20200806/23831
PT-Multiple-0333,PT-Multiple-0333-20200806/24072
PT-Multiple-0333,PT-Multiple-0333-20200806/24198
PT-Multiple-0333,PT-Multiple-0333-20200806/24349
PT-Multiple-0333,PT-Multiple-0333-20200806/24452
PT-Multiple-0333,PT-Multiple-0333-20200806/24547
PT-Multiple-0333,PT-Multiple-0333-20200806/24648
PT-Multiple-0333,PT-Multiple-0333-20200806/24735
PT-Multiple-0333,PT-Multiple-0333-20200806/24821
PT-Multiple-0333,PT-Multiple-0333-20200806/24912
PT-Multiple-0333,PT-Multiple-0333-20200806/25011
PT-Multiple-0333,PT-Multiple-0333-20200806/25157
PT-Multiple-0333,PT-Multiple-0333-20200806/25245
PT-Multiple-0333,PT-Multiple-0333-20200806/25456
PT-Multiple-0333,PT-Multiple-0333-20200806/25594
PT-Multiple-0333,PT-Multiple-0333-20200806/25910
PT-Multiple-0333,PT-Multiple-0333-20200806/26152
PT-Multiple-0333,PT-Multiple-0333-20200806/26313
PT-Multiple-0333,PT-Multiple-0333-20200806/26451
PT-Multiple-0333,PT-Multiple-0333-20200806/26633
PT-Multiple-0333,PT-Multiple-0333-20200806/26715
PT-Multiple-0333,PT-Multiple-0333-20200806/26809
PT-Multiple-0333,PT-Multiple-0333-20200806/26911
PT-Multiple-0333,PT-Multiple-0333-20200806/27148
PT-Multiple-0333,PT-Multiple-0333-20200806/27232
PT-Multiple-0333,PT-Multiple-0333-20200806/27324
PT-Multiple-0333,PT-Multiple-0333-20200806/27443
PT-Multiple-0333,PT-Multiple-0333-20200806/27551
PT-Multiple-0333,PT-Multiple-0333-20200806/27672
PT-Multiple-0333,PT-Multiple-0333-20200806/27751
PT-Multiple-0333,PT-Multiple-0333-20200806/27844
PT-Multiple-0333,PT-Multiple-0333-20200806/27942
PT-Multiple-0333,PT-Multiple-0333-20200806/28100
PT-Multiple-0333,PT-Multiple-0333-20200806/28204
PT-Multiple-0333,PT-Multiple-0333-20200806/28345
PT-Multiple-0333,PT-Multiple-0333-20200806/28473
PT-Multiple-0333,PT-Multiple-0333-20200806/28578
PT-Multiple-0333,PT-Multiple-0333-20200806/28687
PT-Multiple-0333,PT-Multiple-0333-20200806/28772
PT-Multiple-0333,PT-Multiple-0333-20200806/28885
PT-Multiple-0333,PT-Multiple-0333-20200806/28969
PT-Multiple-0333,PT-Multiple-0333-20200806/29152
PT-Multiple-0333,PT-Multiple-0333-20200806/29225
PT-Multiple-0333,PT-Multiple-0333-20200806/29665
PT-Multiple-0333,PT-Multiple-0333-20200806/29748
PT-Multiple-0333,PT-Multiple-0333-20200806/29828
PT-Multiple-0333,PT-Multiple-0333-20200806/29940
PT-Multiple-0333,PT-Multiple-0333-20200806/30030
PT-Multiple-0333,PT-Multiple-0333-20200806/30122
PT-Multiple-0333,PT-Multiple-0333-20200806/30240
PT-Multiple-0333,PT-Multiple-0333-20200806/6486
PT-Multiple-0333,PT-Multiple-0333-20200806/6575
PT-Multiple-0333,PT-Multiple-0333-20200806/6667
PT-Multiple-0333,PT-Multiple-0333-20200806/6749
PT-Multiple-0333,PT-Multiple-0333-20200806/6843
PT-Multiple-0333,PT-Multiple-0333-20200806/6920
PT-Multiple-0333,PT-Multiple-0333-20200806/7003
PT-Multiple-0333,PT-Multiple-0333-20200806/7082
PT-Multiple-0333,PT-Multiple-0333-20200806/7160
PT-Multiple-0333,PT-Multiple-0333-20200806/7245
PT-Multiple-0333,PT-Multiple-0333-20200806/7320
PT-Multiple-0333,PT-Multiple-0333-20200806/7410
PT-Multiple-0333,PT-Multiple-0333-20200806/7512
PT-Multiple-0333,PT-Multiple-0333-20200806/7593
PT-Multiple-0333,PT-Multiple-0333-20200806/7678
PT-Multiple-0333,PT-Multiple-0333-20200806/7775
PT-Multiple-0333,PT-Multiple-0333-20200806/7867
PT-Multiple-0333,PT-Multiple-0333-20200806/7943
PT-Multiple-0333,PT-Multiple-0333-20200806/8031
PT-Multiple-0333,PT-Multiple-0333-20200806/8117
PT-Multiple-0333,PT-Multiple-0333-20200806/8211
PT-Multiple-0333,PT-Multiple-0333-20200806/8297
PT-Multiple-0333,PT-Multiple-0333-20200806/8385
PT-Multiple-0333,PT-Multiple-0333-20200806/8500
PT-Multiple-0333,PT-Multiple-0333-20200806/8588
PT-Multiple-0333,PT-Multiple-0333-20200806/8682
PT-Multiple-0333,PT-Multiple-0333-20200806/8762
PT-Multiple-0333,PT-Multiple-0333-20200806/8850
PT-Multiple-0333,PT-Multiple-0333-20200806/8946
PT-Multiple-0333,PT-Multiple-0333-20200806/9060
PT-Multiple-0333,PT-Multiple-0333-20200806/9168
PT-Multiple-0333,PT-Multiple-0333-20200806/9298
PT-Multiple-0333,PT-Multiple-0333-20200806/9395
PT-Multiple-0333,PT-Multiple-0333-20200806/9553
PT-Multiple-0333,PT-Multiple-0333-20200806/9622
PT-Multiple-0333,PT-Multiple-0333-20200806/9779
PT-Multiple-0333,PT-Multiple-0333-20200806/9873
PT-Multiple-0333,PT-Multiple-0333-20200806/9984
PT-Multiple-0334,PT-Multiple-0334-20200806/10025
PT-Multiple-0334,PT-Multiple-0334-20200806/10124
PT-Multiple-0334,PT-Multiple-0334-20200806/10213
PT-Multiple-0334,PT-Multiple-0334-20200806/10311
PT-Multiple-0334,PT-Multiple-0334-20200806/10397
PT-Multiple-0334,PT-Multiple-0334-20200806/10489
PT-Multiple-0334,PT-Multiple-0334-20200806/10563
PT-Multiple-0334,PT-Multiple-0334-20200806/10652
PT-Multiple-0334,PT-Multiple-0334-20200806/10743
PT-Multiple-0334,PT-Multiple-0334-20200806/10848
PT-Multiple-0334,PT-Multiple-0334-20200806/10938
PT-Multiple-0334,PT-Multiple-0334-20200806/11035
PT-Multiple-0334,PT-Multiple-0334-20200806/11127
PT-Multiple-0334,PT-Multiple-0334-20200806/11215
PT-Multiple-0334,PT-Multiple-0334-20200806/11304
PT-Multiple-0334,PT-Multiple-0334-20200806/11393
PT-Multiple-0334,PT-Multiple-0334-20200806/11484
PT-Multiple-0334,PT-Multiple-0334-20200806/11608
PT-Multiple-0334,PT-Multiple-0334-20200806/11691
PT-Multiple-0334,PT-Multiple-0334-20200806/11772
PT-Multiple-0334,PT-Multiple-0334-20200806/11883
PT-Multiple-0334,PT-Multiple-0334-20200806/12041
PT-Multiple-0334,PT-Multiple-0334-20200806/12104
PT-Multiple-0334,PT-Multiple-0334-20200806/12195
PT-Multiple-0334,PT-Multiple-0334-20200806/12305
PT-Multiple-0334,PT-Multiple-0334-20200806/12402
PT-Multiple-0334,PT-Multiple-0334-20200806/12495
PT-Multiple-0334,PT-Multiple-0334-20200806/12571
PT-Multiple-0334,PT-Multiple-0334-20200806/12678
PT-Multiple-0334,PT-Multiple-0334-20200806/12848
PT-Multiple-0334,PT-Multiple-0334-20200806/12981
PT-Multiple-0334,PT-Multiple-0334-20200806/13067
PT-Multiple-0334,PT-Multiple-0334-20200806/13161
PT-Multiple-0334,PT-Multiple-0334-20200806/13473
PT-Multiple-0334,PT-Multiple-0334-20200806/13715
PT-Multiple-0334,PT-Multiple-0334-20200806/13804
PT-Multiple-0334,PT-Multiple-0334-20200806/13905
PT-Multiple-0334,PT-Multiple-0334-20200806/14153
PT-Multiple-0334,PT-Multiple-0334-20200806/14239
PT-Multiple-0334,PT-Multiple-0334-20200806/14319
PT-Multiple-0334,PT-Multiple-0334-20200806/14393
PT-Multiple-0334,PT-Multiple-0334-20200806/14534
PT-Multiple-0334,PT-Multiple-0334-20200806/14670
PT-Multiple-0334,PT-Multiple-0334-20200806/14815
PT-Multiple-0334,PT-Multiple-0334-20200806/14935
PT-Multiple-0334,PT-Multiple-0334-20200806/15021
PT-Multiple-0334,PT-Multiple-0334-20200806/15160
PT-Multiple-0334,PT-Multiple-0334-20200806/15281
PT-Multiple-0334,PT-Multiple-0334-20200806/15380
PT-Multiple-0334,PT-Multiple-0334-20200806/15497
PT-Multiple-0334,PT-Multiple-0334-20200806/15648
PT-Multiple-0334,PT-Multiple-0334-20200806/15787
PT-Multiple-0334,PT-Multiple-0334-20200806/15895
PT-Multiple-0334,PT-Multiple-0334-20200806/16024
PT-Multiple-0334,PT-Multiple-0334-20200806/16176
PT-Multiple-0334,PT-Multiple-0334-20200806/16300
PT-Multiple-0334,PT-Multiple-0334-20200806/16438
PT-Multiple-0334,PT-Multiple-0334-20200806/16497
PT-Multiple-0334,PT-Multiple-0334-20200806/16595
PT-Multiple-0334,PT-Multiple-0334-20200806/16700
PT-Multiple-0334,PT-Multiple-0334-20200806/16836
PT-Multiple-0334,PT-Multiple-0334-20200806/16926
PT-Multiple-0334,PT-Multiple-0334-20200806/17004
PT-Multiple-0334,PT-Multiple-0334-20200806/17066
PT-Multiple-0334,PT-Multiple-0334-20200806/17145
PT-Multiple-0334,PT-Multiple-0334-20200806/17367
PT-Multiple-0334,PT-Multiple-0334-20200806/17525
PT-Multiple-0334,PT-Multiple-0334-20200806/17624
PT-Multiple-0334,PT-Multiple-0334-20200806/17717
PT-Multiple-0334,PT-Multiple-0334-20200806/17797
PT-Multiple-0334,PT-Multiple-0334-20200806/17870
PT-Multiple-0334,PT-Multiple-0334-20200806/17983
PT-Multiple-0334,PT-Multiple-0334-20200806/18269
PT-Multiple-0334,PT-Multiple-0334-20200806/18423
PT-Multiple-0334,PT-Multiple-0334-20200806/18526
PT-Multiple-0334,PT-Multiple-0334-20200806/18632
PT-Multiple-0334,PT-Multiple-0334-20200806/18769
PT-Multiple-0334,PT-Multiple-0334-20200806/18878
PT-Multiple-0334,PT-Multiple-0334-20200806/18979
PT-Multiple-0334,PT-Multiple-0334-20200806/19107
PT-Multiple-0334,PT-Multiple-0334-20200806/19233
PT-Multiple-0334,PT-Multiple-0334-20200806/19323
PT-Multiple-0334,PT-Multiple-0334-20200806/19459
PT-Multiple-0334,PT-Multiple-0334-20200806/19537
PT-Multiple-0334,PT-Multiple-0334-20200806/19638
PT-Multiple-0334,PT-Multiple-0334-20200806/19722
PT-Multiple-0334,PT-Multiple-0334-20200806/19841
PT-Multiple-0334,PT-Multiple-0334-20200806/19966
PT-Multiple-0334,PT-Multiple-0334-20200806/20158
PT-Multiple-0334,PT-Multiple-0334-20200806/20256
PT-Multiple-0334,PT-Multiple-0334-20200806/20435
PT-Multiple-0334,PT-Multiple-0334-20200806/20538
PT-Multiple-0334,PT-Multiple-0334-20200806/20818
PT-Multiple-0334,PT-Multiple-0334-20200806/20950
PT-Multiple-0334,PT-Multiple-0334-20200806/21064
PT-Multiple-0334,PT-Multiple-0334-20200806/21172
PT-Multiple-0334,PT-Multiple-0334-20200806/21403
PT-Multiple-0334,PT-Multiple-0334-20200806/21537
PT-Multiple-0334,PT-Multiple-0334-20200806/21738
PT-Multiple-0334,PT-Multiple-0334-20200806/21963
PT-Multiple-0334,PT-Multiple-0334-20200806/22093
PT-Multiple-0334,PT-Multiple-0334-20200806/22201
PT-Multiple-0334,PT-Multiple-0334-20200806/22351
PT-Multiple-0334,PT-Multiple-0334-20200806/22511
PT-Multiple-0334,PT-Multiple-0334-20200806/22663
PT-Multiple-0334,PT-Multiple-0334-20200806/22867
PT-Multiple-0334,PT-Multiple-0334-20200806/22932
PT-Multiple-0334,PT-Multiple-0334-20200806/23119
PT-Multiple-0334,PT-Multiple-0334-20200806/23286
PT-Multiple-0334,PT-Multiple-0334-20200806/23425
PT-Multiple-0334,PT-Multiple-0334-20200806/23603
PT-Multiple-0334,PT-Multiple-0334-20200806/23727
PT-Multiple-0334,PT-Multiple-0334-20200806/23872
PT-Multiple-0334,PT-Multiple-0334-20200806/24092
PT-Multiple-0334,PT-Multiple-0334-20200806/24196
PT-Multiple-0334,PT-Multiple-0334-20200806/24369
PT-Multiple-0334,PT-Multiple-0334-20200806/24514
PT-Multiple-0334,PT-Multiple-0334-20200806/24820
PT-Multiple-0334,PT-Multiple-0334-20200806/24903
PT-Multiple-0334,PT-Multiple-0334-20200806/25007
PT-Multiple-0334,PT-Multiple-0334-20200806/25110
PT-Multiple-0334,PT-Multiple-0334-20200806/25193
PT-Multiple-0334,PT-Multiple-0334-20200806/25276
PT-Multiple-0334,PT-Multiple-0334-20200806/25369
PT-Multiple-0334,PT-Multiple-0334-20200806/25480
PT-Multiple-0334,PT-Multiple-0334-20200806/25578
PT-Multiple-0334,PT-Multiple-0334-20200806/25701
PT-Multiple-0334,PT-Multiple-0334-20200806/25781
PT-Multiple-0334,PT-Multiple-0334-20200806/25863
PT-Multiple-0334,PT-Multiple-0334-20200806/25971
PT-Multiple-0334,PT-Multiple-0334-20200806/26149
PT-Multiple-0334,PT-Multiple-0334-20200806/26332
PT-Multiple-0334,PT-Multiple-0334-20200806/26510
PT-Multiple-0334,PT-Multiple-0334-20200806/26733
PT-Multiple-0334,PT-Multiple-0334-20200806/26890
PT-Multiple-0334,PT-Multiple-0334-20200806/27081
PT-Multiple-0334,PT-Multiple-0334-20200806/27227
PT-Multiple-0334,PT-Multiple-0334-20200806/27316
PT-Multiple-0334,PT-Multiple-0334-20200806/27407
PT-Multiple-0334,PT-Multiple-0334-20200806/27516
PT-Multiple-0334,PT-Multiple-0334-20200806/27650
PT-Multiple-0334,PT-Multiple-0334-20200806/27931
PT-Multiple-0334,PT-Multiple-0334-20200806/28115
PT-Multiple-0334,PT-Multiple-0334-20200806/28224
PT-Multiple-0334,PT-Multiple-0334-20200806/28372
PT-Multiple-0334,PT-Multiple-0334-20200806/28710
PT-Multiple-0334,PT-Multiple-0334-20200806/28805
PT-Multiple-0334,PT-Multiple-0334-20200806/28912
PT-Multiple-0334,PT-Multiple-0334-20200806/29164
PT-Multiple-0334,PT-Multiple-0334-20200806/29560
PT-Multiple-0334,PT-Multiple-0334-20200806/30145
PT-Multiple-0334,PT-Multiple-0334-20200806/30320
PT-Multiple-0334,PT-Multiple-0334-20200806/30486
PT-Multiple-0334,PT-Multiple-0334-20200806/30568
PT-Multiple-0334,PT-Multiple-0334-20200806/30682
PT-Multiple-0334,PT-Multiple-0334-20200806/30792
PT-Multiple-0334,PT-Multiple-0334-20200806/30871
PT-Multiple-0334,PT-Multiple-0334-20200806/30946
PT-Multiple-0334,PT-Multiple-0334-20200806/31700
PT-Multiple-0334,PT-Multiple-0334-20200806/31773
PT-Multiple-0334,PT-Multiple-0334-20200806/32420
PT-Multiple-0334,PT-Multiple-0334-20200806/32491
PT-Multiple-0334,PT-Multiple-0334-20200806/32640
PT-Multiple-0334,PT-Multiple-0334-20200806/32843
PT-Multiple-0334,PT-Multiple-0334-20200806/6648
PT-Multiple-0334,PT-Multiple-0334-20200806/6733
PT-Multiple-0334,PT-Multiple-0334-20200806/6816
PT-Multiple-0334,PT-Multiple-0334-20200806/6901
PT-Multiple-0334,PT-Multiple-0334-20200806/6986
PT-Multiple-0334,PT-Multiple-0334-20200806/7103
PT-Multiple-0334,PT-Multiple-0334-20200806/7197
PT-Multiple-0334,PT-Multiple-0334-20200806/7300
PT-Multiple-0334,PT-Multiple-0334-20200806/7380
PT-Multiple-0334,PT-Multiple-0334-20200806/7467
PT-Multiple-0334,PT-Multiple-0334-20200806/7566
PT-Multiple-0334,PT-Multiple-0334-20200806/7648
PT-Multiple-0334,PT-Multiple-0334-20200806/7730
PT-Multiple-0334,PT-Multiple-0334-20200806/7826
PT-Multiple-0334,PT-Multiple-0334-20200806/7909
PT-Multiple-0334,PT-Multiple-0334-20200806/8026
PT-Multiple-0334,PT-Multiple-0334-20200806/8119
PT-Multiple-0334,PT-Multiple-0334-20200806/8244
PT-Multiple-0334,PT-Multiple-0334-20200806/8324
PT-Multiple-0334,PT-Multiple-0334-20200806/8439
PT-Multiple-0334,PT-Multiple-0334-20200806/8536
PT-Multiple-0334,PT-Multiple-0334-20200806/8625
PT-Multiple-0334,PT-Multiple-0334-20200806/8712
PT-Multiple-0334,PT-Multiple-0334-20200806/8820
PT-Multiple-0334,PT-Multiple-0334-20200806/8915
PT-Multiple-0334,PT-Multiple-0334-20200806/9004
PT-Multiple-0334,PT-Multiple-0334-20200806/9089
PT-Multiple-0334,PT-Multiple-0334-20200806/9188
PT-Multiple-0334,PT-Multiple-0334-20200806/9272
PT-Multiple-0334,PT-Multiple-0334-20200806/9388
PT-Multiple-0334,PT-Multiple-0334-20200806/9471
PT-Multiple-0334,PT-Multiple-0334-20200806/9560
PT-Multiple-0334,PT-Multiple-0334-20200806/9661
PT-Multiple-0334,PT-Multiple-0334-20200806/9733
PT-Multiple-0334,PT-Multiple-0334-20200806/9823
PT-Multiple-0334,PT-Multiple-0334-20200806/9928
PT-Multiple-0335,PT-Multiple-0335-20200806/10098
PT-Multiple-0335,PT-Multiple-0335-20200806/10184
PT-Multiple-0335,PT-Multiple-0335-20200806/10289
PT-Multiple-0335,PT-Multiple-0335-20200806/10386
PT-Multiple-0335,PT-Multiple-0335-20200806/10488
PT-Multiple-0335,PT-Multiple-0335-20200806/10566
PT-Multiple-0335,PT-Multiple-0335-20200806/10653
PT-Multiple-0335,PT-Multiple-0335-20200806/10757
PT-Multiple-0335,PT-Multiple-0335-20200806/10891
PT-Multiple-0335,PT-Multiple-0335-20200806/10994
PT-Multiple-0335,PT-Multiple-0335-20200806/11076
PT-Multiple-0335,PT-Multiple-0335-20200806/11157
PT-Multiple-0335,PT-Multiple-0335-20200806/11240
PT-Multiple-0335,PT-Multiple-0335-20200806/11325
PT-Multiple-0335,PT-Multiple-0335-20200806/11415
PT-Multiple-0335,PT-Multiple-0335-20200806/11540
PT-Multiple-0335,PT-Multiple-0335-20200806/11657
PT-Multiple-0335,PT-Multiple-0335-20200806/11837
PT-Multiple-0335,PT-Multiple-0335-20200806/11897
PT-Multiple-0335,PT-Multiple-0335-20200806/12032
PT-Multiple-0335,PT-Multiple-0335-20200806/12133
PT-Multiple-0335,PT-Multiple-0335-20200806/12208
PT-Multiple-0335,PT-Multiple-0335-20200806/12316
PT-Multiple-0335,PT-Multiple-0335-20200806/12426
PT-Multiple-0335,PT-Multiple-0335-20200806/12536
PT-Multiple-0335,PT-Multiple-0335-20200806/12634
PT-Multiple-0335,PT-Multiple-0335-20200806/12813
PT-Multiple-0335,PT-Multiple-0335-20200806/12904
PT-Multiple-0335,PT-Multiple-0335-20200806/13009
PT-Multiple-0335,PT-Multiple-0335-20200806/13360
PT-Multiple-0335,PT-Multiple-0335-20200806/13436
PT-Multiple-0335,PT-Multiple-0335-20200806/13503
PT-Multiple-0335,PT-Multiple-0335-20200806/13576
PT-Multiple-0335,PT-Multiple-0335-20200806/13629
PT-Multiple-0335,PT-Multiple-0335-20200806/13727
PT-Multiple-0335,PT-Multiple-0335-20200806/13996
PT-Multiple-0335,PT-Multiple-0335-20200806/14071
PT-Multiple-0335,PT-Multiple-0335-20200806/14142
PT-Multiple-0335,PT-Multiple-0335-20200806/14291
PT-Multiple-0335,PT-Multiple-0335-20200806/14370
PT-Multiple-0335,PT-Multiple-0335-20200806/14440
PT-Multiple-0335,PT-Multiple-0335-20200806/14707
PT-Multiple-0335,PT-Multiple-0335-20200806/14801
PT-Multiple-0335,PT-Multiple-0335-20200806/14904
PT-Multiple-0335,PT-Multiple-0335-20200806/14992
PT-Multiple-0335,PT-Multiple-0335-20200806/15190
PT-Multiple-0335,PT-Multiple-0335-20200806/15300
PT-Multiple-0335,PT-Multiple-0335-20200806/15397
PT-Multiple-0335,PT-Multiple-0335-20200806/15573
PT-Multiple-0335,PT-Multiple-0335-20200806/15679
PT-Multiple-0335,PT-Multiple-0335-20200806/15789
PT-Multiple-0335,PT-Multiple-0335-20200806/15885
PT-Multiple-0335,PT-Multiple-0335-20200806/15994
PT-Multiple-0335,PT-Multiple-0335-20200806/16092
PT-Multiple-0335,PT-Multiple-0335-20200806/16180
PT-Multiple-0335,PT-Multiple-0335-20200806/16344
PT-Multiple-0335,PT-Multiple-0335-20200806/16544
PT-Multiple-0335,PT-Multiple-0335-20200806/16642
PT-Multiple-0335,PT-Multiple-0335-20200806/16804
PT-Multiple-0335,PT-Multiple-0335-20200806/16903
PT-Multiple-0335,PT-Multiple-0335-20200806/17077
PT-Multiple-0335,PT-Multiple-0335-20200806/17158
PT-Multiple-0335,PT-Multiple-0335-20200806/17292
PT-Multiple-0335,PT-Multiple-0335-20200806/17439
PT-Multiple-0335,PT-Multiple-0335-20200806/17516
PT-Multiple-0335,PT-Multiple-0335-20200806/17604
PT-Multiple-0335,PT-Multiple-0335-20200806/17713
PT-Multiple-0335,PT-Multiple-0335-20200806/18032
PT-Multiple-0335,PT-Multiple-0335-20200806/18130
PT-Multiple-0335,PT-Multiple-0335-20200806/18259
PT-Multiple-0335,PT-Multiple-0335-20200806/18366
PT-Multiple-0335,PT-Multiple-0335-20200806/18484
PT-Multiple-0335,PT-Multiple-0335-20200806/18603
PT-Multiple-0335,PT-Multiple-0335-20200806/18730
PT-Multiple-0335,PT-Multiple-0335-20200806/18893
PT-Multiple-0335,PT-Multiple-0335-20200806/19036
PT-Multiple-0335,PT-Multiple-0335-20200806/19210
PT-Multiple-0335,PT-Multiple-0335-20200806/19312
PT-Multiple-0335,PT-Multiple-0335-20200806/19477
PT-Multiple-0335,PT-Multiple-0335-20200806/19558
PT-Multiple-0335,PT-Multiple-0335-20200806/19771
PT-Multiple-0335,PT-Multiple-0335-20200806/19894
PT-Multiple-0335,PT-Multiple-0335-20200806/20028
PT-Multiple-0335,PT-Multiple-0335-20200806/20140
PT-Multiple-0335,PT-Multiple-0335-20200806/20342
PT-Multiple-0335,PT-Multiple-0335-20200806/20443
PT-Multiple-0335,PT-Multiple-0335-20200806/20553
PT-Multiple-0335,PT-Multiple-0335-20200806/20851
PT-Multiple-0335,PT-Multiple-0335-20200806/20949
PT-Multiple-0335,PT-Multiple-0335-20200806/21062
PT-Multiple-0335,PT-Multiple-0335-20200806/21183
PT-Multiple-0335,PT-Multiple-0335-20200806/21295
PT-Multiple-0335,PT-Multiple-0335-20200806/21540
PT-Multiple-0335,PT-Multiple-0335-20200806/21634
PT-Multiple-0335,PT-Multiple-0335-20200806/21779
